mb_id,formula,n_sites,K_VRH,G_VRH,source
mb-10211,LiZnO2,8,97.0,50.99999999999999,matbench
mb-10212,ZrNiBi,3,103.99999999999996,37.99999999999999,matbench
mb-10213,CeCd,2,10.0,12.000000000000002,matbench
mb-10214,MnAu,2,117.0,30.0,matbench
mb-10215,TiMn3O8,12,42.00000000000001,31.0,matbench
mb-10216,Mn,1,280.0000000000001,131.00000000000006,matbench
mb-10217,LuB2Os3,6,259.9999999999999,130.00000000000006,matbench
mb-10218,FeOF,12,118.00000000000004,55.00000000000001,matbench
mb-10219,Fe2Ge,6,138.0,36.0,matbench
mb-10220,Ge2W,3,171.99999999999991,136.99999999999997,matbench
mb-10221,LiFeO2,16,144.99999999999997,93.99999999999996,matbench
mb-10222,LiYS2,4,66.00000000000001,39.99999999999999,matbench
mb-10223,Mn3Al,4,187.00000000000003,77.99999999999999,matbench
mb-10224,NbSbRh,3,153.00000000000003,40.99999999999999,matbench
mb-10225,MnNbO4,6,152.00000000000003,48.99999999999999,matbench
mb-10226,NaAg3,4,47.00000000000001,16.0,matbench
mb-10227,CaC2,6,58.00000000000001,23.999999999999996,matbench
mb-10228,VOF,12,170.99999999999991,54.000000000000014,matbench
mb-10229,Ti2MnAl,4,21.0,54.000000000000014,matbench
mb-10230,TiReN3,10,264.0000000000001,117.0,matbench
mb-10231,BN,2,408.00000000000006,374.0000000000001,matbench
mb-10232,Tb2B2C3,7,150.99999999999994,59.00000000000001,matbench
mb-10233,MnVO4,12,111.99999999999996,64.99999999999999,matbench
mb-10234,Nd2AlNO3,7,165.99999999999997,103.99999999999996,matbench
mb-10235,Nd(SiPt)2,5,135.0,36.0,matbench
mb-10236,Mg7Zr,8,45.00000000000001,12.000000000000002,matbench
mb-10237,HoC2,3,112.99999999999994,45.00000000000001,matbench
mb-10238,NaMg7,8,22.0,12.000000000000002,matbench
mb-10239,MnSnAu,3,79.99999999999999,20.000000000000004,matbench
mb-10240,Al2O3,20,107.0,58.00000000000001,matbench
mb-10241,Cr2As,6,165.0,70.00000000000001,matbench
mb-10242,NaZnN,6,67.0,33.0,matbench
mb-10243,MgCuO2,8,100.0,67.0,matbench
mb-10244,NiPO4,12,76.0,37.99999999999999,matbench
mb-10245,VCuO3,5,37.99999999999999,12.000000000000002,matbench
mb-10246,FeP2O7,10,75.00000000000001,45.00000000000001,matbench
mb-10247,Rb2AlInH6,10,61.000000000000014,23.0,matbench
mb-10248,Fe7C3,20,241.9999999999999,92.0,matbench
mb-10249,CuPO4,12,60.0,40.99999999999999,matbench
mb-10250,Li9(CoO4)2,19,70.99999999999999,42.00000000000001,matbench
mb-10251,Cr3PdN,5,225.0000000000001,135.0,matbench
mb-10252,CrC,2,341.9999999999999,243.9999999999999,matbench
mb-10253,TmB6,7,170.00000000000006,47.99999999999999,matbench
mb-10254,RuN,2,232.99999999999997,44.0,matbench
mb-10255,KO3,4,13.999999999999998,5.000000000000001,matbench
mb-10256,TiOF2,8,135.0,70.99999999999999,matbench
mb-10257,CdIn2O4,14,131.00000000000006,40.99999999999999,matbench
mb-10258,AcEr3,4,37.0,21.0,matbench
mb-10259,FeGe2,24,124.99999999999994,68.00000000000001,matbench
mb-10260,YTiO3,10,161.99999999999994,63.0,matbench
mb-10261,W2C,6,332.9999999999999,168.99999999999997,matbench
mb-10262,KCl,2,30.0,7.999999999999999,matbench
mb-10263,LiMn3O5F,10,124.00000000000004,61.000000000000014,matbench
mb-10264,Fe4O5F3,12,81.0,54.000000000000014,matbench
mb-10265,Cu3Sb,8,95.0,25.000000000000007,matbench
mb-10266,Sr2Si,6,31.0,12.000000000000002,matbench
mb-10267,MnGePd2,4,135.99999999999997,17.999999999999996,matbench
mb-10268,Tm2MgTc,4,83.99999999999999,28.0,matbench
mb-10269,Mg41Al67,108,56.00000000000001,23.0,matbench
mb-10270,NdSbTe,6,58.00000000000001,23.999999999999996,matbench
mb-10271,LaMnO3,5,165.99999999999997,83.99999999999999,matbench
mb-10272,LaPt3,4,100.0,44.0,matbench
mb-10273,Ba3AsN,5,39.99999999999999,27.000000000000004,matbench
mb-10274,GaCo2Ni,4,173.00000000000003,64.99999999999999,matbench
mb-10275,FeOF,12,161.99999999999994,72.00000000000001,matbench
mb-10276,MnFeO4,12,152.00000000000003,57.00000000000001,matbench
mb-10277,NaO3,4,19.0,15.000000000000004,matbench
mb-10278,Al2O3,25,165.99999999999997,74.00000000000001,matbench
mb-10279,LiCaMg6,8,25.000000000000007,9.0,matbench
mb-10280,LiYb2Pd,4,37.99999999999999,15.000000000000004,matbench
mb-10281,LiFeF4,12,45.00000000000001,16.0,matbench
mb-10282,SmGe2,6,66.00000000000001,23.0,matbench
mb-10283,P2Rh3,5,211.0,60.0,matbench
mb-10284,ZrBiO4,12,123.00000000000004,52.99999999999999,matbench
mb-10285,Mn2Ge,6,140.00000000000006,32.00000000000001,matbench
mb-10286,LiMn3(O2F)2,10,117.0,56.00000000000001,matbench
mb-10287,Ba2As,6,23.999999999999996,13.999999999999998,matbench
mb-10288,LaNi3Rh2,6,144.00000000000003,52.99999999999999,matbench
mb-10289,RbCoN,12,42.99999999999999,22.0,matbench
mb-10290,MnInCu2,4,107.0,34.0,matbench
mb-10291,BaLaMgTaO6,10,141.99999999999994,42.99999999999999,matbench
mb-10292,Na2O,9,47.00000000000001,25.000000000000007,matbench
mb-10293,Y2Zr2O7,22,132.00000000000006,85.99999999999999,matbench
mb-10294,Ca(MnAs)2,5,60.0,34.0,matbench
mb-10295,MnCO3,10,99.0,44.0,matbench
mb-10296,ZrSiO4,12,222.0000000000001,101.0,matbench
mb-10297,TiCuGe,6,132.00000000000006,70.00000000000001,matbench
mb-10298,PbAu3,4,83.99999999999999,7.0,matbench
mb-10299,FeOF,9,103.99999999999996,39.99999999999999,matbench
mb-10300,SrLiP,3,42.99999999999999,30.0,matbench
mb-10301,Sr2As,6,30.0,23.999999999999996,matbench
mb-10302,V3FeO8,12,7.0,12.000000000000002,matbench
mb-10303,V2FeTe4,7,54.000000000000014,35.0,matbench
mb-10304,Fe,2,294.0,185.0,matbench
mb-10305,Zn2Ni3O5,10,177.00000000000009,83.00000000000001,matbench
mb-10306,BAs,2,128.0,124.00000000000004,matbench
mb-10307,Ca5Mg,6,17.0,5.000000000000001,matbench
mb-10308,Na2Ti9O19,30,124.00000000000004,58.00000000000001,matbench
mb-10309,TiCu3O4,8,76.0,23.999999999999996,matbench
mb-10310,Ni3(PbSe)2,7,55.00000000000001,22.0,matbench
mb-10311,NaRuO3,5,250.99999999999991,86.99999999999999,matbench
mb-10312,Th(CrSi)2,5,146.00000000000003,39.99999999999999,matbench
mb-10313,Fe4O5F3,12,124.00000000000004,60.0,matbench
mb-10314,Li2CrO3,6,121.00000000000006,52.99999999999999,matbench
mb-10315,SrAc3,4,22.0,12.999999999999998,matbench
mb-10316,Li2CrNiO4,8,150.00000000000003,81.0,matbench
mb-10317,V(MoS2)2,7,95.0,70.00000000000001,matbench
mb-10318,MgSc2Ru,4,91.0,17.0,matbench
mb-10319,Fe3Se4,7,88.00000000000001,50.99999999999999,matbench
mb-10320,Mo3Ir,8,288.0000000000001,108.00000000000004,matbench
mb-10321,LiZnO2,4,103.99999999999996,47.99999999999999,matbench
mb-10322,Nb,1,174.00000000000009,20.000000000000004,matbench
mb-10323,Sr2CdWO6,10,107.0,44.0,matbench
mb-10324,USnAu2,4,95.0,16.0,matbench
mb-10325,Y2V2O7,11,124.99999999999994,37.99999999999999,matbench
mb-10326,Si,23,78.99999999999999,47.00000000000001,matbench
mb-10327,Li3V2O6,11,86.99999999999999,54.000000000000014,matbench
mb-10328,BaNiO2,8,77.99999999999999,27.000000000000004,matbench
mb-10329,ZrIr2,6,246.0000000000001,124.00000000000004,matbench
mb-10330,MgH2,12,61.000000000000014,27.000000000000004,matbench
mb-10331,TbRh5,6,188.00000000000009,73.0,matbench
mb-10332,LiCoS2,8,77.0,34.0,matbench
mb-10333,Be12Pd,13,124.00000000000004,77.99999999999999,matbench
mb-10334,Sr2Mn3(SbO)2,9,72.00000000000001,33.0,matbench
mb-10335,AlCrO4,6,189.00000000000009,103.99999999999996,matbench
mb-10336,Li2NbS3,12,52.99999999999999,28.0,matbench
mb-10337,Ti3As,8,126.0,47.00000000000001,matbench
mb-10338,TmNbOs2,4,204.0,88.00000000000001,matbench
mb-10339,LiCo3O4,8,141.99999999999994,72.00000000000001,matbench
mb-10340,Na2CoO3,12,33.0,17.0,matbench
mb-10341,Li4NbO4,9,73.0,37.99999999999999,matbench
mb-10342,Sr2ZnCu2(SO)2,9,68.99999999999999,39.99999999999999,matbench
mb-10343,Ca3In,4,25.000000000000007,12.999999999999998,matbench
mb-10344,Pr2CuO4,7,156.99999999999994,39.99999999999999,matbench
mb-10345,Eu2O3,15,106.00000000000004,44.0,matbench
mb-10346,Ca2Co2O5,18,109.99999999999996,46.0,matbench
mb-10347,Fe2O3F,12,109.99999999999996,63.99999999999999,matbench
mb-10348,Nb3O7F,11,189.00000000000009,70.99999999999999,matbench
mb-10349,Sr2YReO6,10,127.0,49.99999999999999,matbench
mb-10350,BaThO3,5,111.00000000000004,49.99999999999999,matbench
mb-10351,CrGaFe2,4,252.00000000000009,48.99999999999999,matbench
mb-10352,TiCu,54,128.0,44.0,matbench
mb-10353,YSnF5,7,49.99999999999999,17.0,matbench
mb-10354,Zr4CuP,12,119.99999999999996,47.99999999999999,matbench
mb-10355,LiVF4,12,23.0,10.0,matbench
mb-10356,USnPt,3,109.99999999999996,37.0,matbench
mb-10357,YAl3O6,20,50.99999999999999,35.0,matbench
mb-10358,Na2Sn2O3,14,32.00000000000001,13.999999999999998,matbench
mb-10359,MgCl2,3,4.0,3.0,matbench
mb-10360,Zn(HO)2,5,46.0,27.000000000000004,matbench
mb-10361,Mg2MnN2,10,92.0,63.0,matbench
mb-10362,Ca6Ge2O,9,42.00000000000001,39.99999999999999,matbench
mb-10363,RbOsO3,5,174.00000000000009,93.0,matbench
mb-10364,CsTlF3,5,44.0,17.0,matbench
mb-10365,FeTe,4,20.000000000000004,12.000000000000002,matbench
mb-10366,VS,4,164.00000000000003,122.00000000000004,matbench
mb-10367,Ni3SnN,5,102.99999999999996,46.0,matbench
mb-10368,LiMnOF2,10,78.99999999999999,47.99999999999999,matbench
mb-10369,TiMn2O6,9,42.00000000000001,32.00000000000001,matbench
mb-10370,GaCo2Ni,4,179.99999999999997,58.00000000000001,matbench
mb-10371,MgZn,12,52.00000000000001,12.000000000000002,matbench
mb-10372,Sc3InB,5,78.99999999999999,54.000000000000014,matbench
mb-10373,Tl2CS3,12,7.0,4.0,matbench
mb-10374,NpAs3,4,39.99999999999999,29.0,matbench
mb-10375,V(CrC)2,10,291.00000000000006,118.99999999999996,matbench
mb-10376,LaCrO3,5,111.00000000000004,98.0,matbench
mb-10377,LiB,8,42.00000000000001,33.0,matbench
mb-10378,FeO,8,124.00000000000004,32.00000000000001,matbench
mb-10379,FeO,4,140.00000000000006,46.0,matbench
mb-10380,Mg6ZnBi,8,36.0,11.000000000000002,matbench
mb-10381,CoCu2O3,12,102.99999999999996,37.0,matbench
mb-10382,ZrO2,12,109.00000000000004,49.99999999999999,matbench
mb-10383,NaRuN,6,93.0,35.0,matbench
mb-10384,FeO,4,124.99999999999994,26.0,matbench
mb-10385,Li2O,12,62.0,30.0,matbench
mb-10386,CrWN2,4,261.9999999999999,141.99999999999994,matbench
mb-10387,SmSbTe,6,58.00000000000001,28.0,matbench
mb-10388,TiCdHg2,4,73.0,28.0,matbench
mb-10389,TaO2F,8,182.99999999999991,92.0,matbench
mb-10390,CuAg3,8,91.0,15.000000000000004,matbench
mb-10391,Li2CuS2,5,40.99999999999999,15.000000000000004,matbench
mb-10392,TiBe12,13,122.00000000000004,59.00000000000001,matbench
mb-10393,Pa3Zn,4,92.0,29.0,matbench
mb-10394,Li3VF6,10,54.000000000000014,33.0,matbench
mb-10395,LaTmO2,4,127.0,91.0,matbench
mb-10396,Na3Mg,4,10.0,5.000000000000001,matbench
mb-10397,LaSi2Ru3,6,164.00000000000003,70.00000000000001,matbench
mb-10398,BaOsO3,5,168.0,73.0,matbench
mb-10399,MgO,12,115.00000000000004,48.99999999999999,matbench
mb-10400,FeNiO3,10,162.99999999999994,40.99999999999999,matbench
mb-10401,Mn3FeO8,12,83.00000000000001,52.99999999999999,matbench
mb-10402,SbIr,4,159.99999999999991,59.00000000000001,matbench
mb-10403,Nb3Ga,8,165.0,42.99999999999999,matbench
mb-10404,La2MgO4,7,133.0,75.00000000000001,matbench
mb-10405,Bi2PdO4,14,37.99999999999999,25.000000000000007,matbench
mb-10406,Ga2CoS4,7,44.0,28.0,matbench
mb-10407,NaCuO2,8,62.0,20.000000000000004,matbench
mb-10408,SrTa2H2O7,12,49.99999999999999,56.00000000000001,matbench
mb-10409,ZnBr2,3,7.999999999999999,4.0,matbench
mb-10410,Sc2O3,10,140.99999999999991,78.99999999999999,matbench
mb-10411,VCu3O4,8,116.00000000000004,7.0,matbench
mb-10412,KHCO2,10,19.0,9.0,matbench
mb-10413,FeAs2O7,10,52.00000000000001,32.00000000000001,matbench
mb-10414,Na3Ca,4,9.0,4.0,matbench
mb-10415,CuAs2,6,86.99999999999999,23.0,matbench
mb-10416,ZrO2,9,127.0,49.99999999999999,matbench
mb-10417,Nd2NiIr,4,103.99999999999996,28.0,matbench
mb-10418,NiPb,4,85.99999999999999,37.0,matbench
mb-10419,NaFe2O3,6,119.99999999999996,35.0,matbench
mb-10420,Li4Fe3O8,15,91.0,56.00000000000001,matbench
mb-10421,TiFeO4,6,146.00000000000003,54.000000000000014,matbench
mb-10422,LiCaAs,3,48.99999999999999,22.0,matbench
mb-10423,YbAl3,4,59.00000000000001,54.000000000000014,matbench
mb-10424,Mg6CdCu,8,38.99999999999999,23.999999999999996,matbench
mb-10425,Ti2H4Pd,7,136.99999999999997,63.99999999999999,matbench
mb-10426,Na2LiNF6,10,42.99999999999999,33.0,matbench
mb-10427,ZnCo3,4,178.00000000000003,61.000000000000014,matbench
mb-10428,Cr(FeSe2)2,7,68.99999999999999,36.0,matbench
mb-10429,SnBiO4,6,118.00000000000004,32.00000000000001,matbench
mb-10430,Mg6CdCu,8,46.0,29.0,matbench
mb-10431,V2NiSe4,7,23.0,12.000000000000002,matbench
mb-10432,DyRh5,6,188.00000000000009,73.0,matbench
mb-10433,GdYO2,8,90.00000000000003,47.00000000000001,matbench
mb-10434,Li3FeF6,10,52.99999999999999,32.00000000000001,matbench
mb-10435,LiFe2O3,6,128.0,63.99999999999999,matbench
mb-10436,VC,2,307.0,204.0,matbench
mb-10437,Fe2O3F,6,133.0,61.000000000000014,matbench
mb-10438,HfO2,3,248.00000000000009,115.00000000000004,matbench
mb-10439,NaTiO3,5,148.00000000000003,60.0,matbench
mb-10440,NiHO2,4,45.00000000000001,32.00000000000001,matbench
mb-10441,BeNi3,4,63.0,77.99999999999999,matbench
mb-10442,Al2O3,20,181.99999999999997,83.00000000000001,matbench
mb-10443,CrSb2,6,62.0,32.00000000000001,matbench
mb-10444,NiPd3,8,173.00000000000003,39.99999999999999,matbench
mb-10445,NaHCO2,10,23.0,11.000000000000002,matbench
mb-10446,KTiO3,5,55.00000000000001,23.999999999999996,matbench
mb-10447,RbFeO2,8,72.00000000000001,16.0,matbench
mb-10448,Na5Co2S5,12,34.0,13.999999999999998,matbench
mb-10449,LuTe2,6,61.000000000000014,21.0,matbench
mb-10450,Ho2OsAu,4,114.00000000000004,42.00000000000001,matbench
mb-10451,NdSi2Ru3,6,170.00000000000006,68.99999999999999,matbench
mb-10452,LiAlO2,48,154.0,123.00000000000004,matbench
mb-10453,Li2FeF4,7,27.000000000000004,10.0,matbench
mb-10454,NbS,2,179.99999999999997,96.0,matbench
mb-10455,Mn3RhN,5,199.00000000000009,74.00000000000001,matbench
mb-10456,ScAl3,4,93.99999999999996,63.99999999999999,matbench
mb-10457,LiV3O8,12,63.0,35.0,matbench
mb-10458,ZrS,2,131.00000000000006,50.99999999999999,matbench
mb-10459,Mg6AlBi,8,35.0,10.0,matbench
mb-10460,W2C,9,336.00000000000006,165.99999999999997,matbench
mb-10461,NiAu3,8,146.00000000000003,22.0,matbench
mb-10462,In2AgSe4,7,21.0,9.0,matbench
mb-10463,AlBi,2,37.0,22.0,matbench
mb-10464,NaVF3,5,68.99999999999999,27.000000000000004,matbench
mb-10465,NbTlO3,5,177.00000000000009,93.0,matbench
mb-10466,Na2Si3O7,24,100.0,67.0,matbench
mb-10467,Al6C3N2,11,165.0,105.00000000000004,matbench
mb-10468,ScSiPd2,4,138.99999999999997,15.000000000000004,matbench
mb-10469,PuTe,2,75.00000000000001,37.99999999999999,matbench
mb-10470,Ba(MnGe)2,5,40.99999999999999,31.0,matbench
mb-10471,BAs,4,131.00000000000006,126.0,matbench
mb-10472,Tm2InOs,4,109.00000000000004,31.0,matbench
mb-10473,LiTi3O4,8,194.0,88.00000000000001,matbench
mb-10474,Li5NiO3F2,11,72.00000000000001,49.99999999999999,matbench
mb-10475,Cr(CoO3)2,9,40.99999999999999,23.0,matbench
mb-10476,VCl2O,8,15.000000000000004,10.0,matbench
mb-10477,Li2FeO2F,12,95.0,61.000000000000014,matbench
mb-10478,NaLi2N,4,34.0,23.999999999999996,matbench
mb-10479,Sc3Sb,4,68.00000000000001,40.99999999999999,matbench
mb-10480,KFeO2,8,42.99999999999999,9.0,matbench
mb-10481,Al2O3,5,212.99999999999997,109.99999999999996,matbench
mb-10482,EuZrO3,5,171.99999999999991,90.00000000000003,matbench
mb-10483,MgO,8,115.00000000000004,47.99999999999999,matbench
mb-10484,UAl3Pd2,6,122.00000000000004,50.99999999999999,matbench
mb-10485,CoTe,4,109.99999999999996,50.99999999999999,matbench
mb-10486,Zr(NiP)2,5,177.00000000000009,57.00000000000001,matbench
mb-10487,Rb2Zr2O5,9,82.0,38.99999999999999,matbench
mb-10488,HfCrO3,20,132.00000000000006,68.99999999999999,matbench
mb-10489,P2O3,20,3.0,2.0,matbench
mb-10490,ZrCoO3,10,153.00000000000003,48.99999999999999,matbench
mb-10491,ZnCuAs,12,75.00000000000001,23.0,matbench
mb-10492,Li2VF4,7,40.99999999999999,21.0,matbench
mb-10493,CoTeO4,6,37.99999999999999,25.000000000000007,matbench
mb-10494,TlBiTe2,4,29.0,17.0,matbench
mb-10495,HfSn,8,102.0,16.0,matbench
mb-10496,AgI,2,32.00000000000001,11.000000000000002,matbench
mb-10497,Mg6SnBi,8,34.0,7.999999999999999,matbench
mb-10498,LiVF3,10,46.0,7.999999999999999,matbench
mb-10499,Mn2SnS4,7,19.0,35.0,matbench
mb-10500,TiFeH2,8,186.00000000000009,74.00000000000001,matbench
mb-10501,Sr(MnAs)2,5,54.000000000000014,31.0,matbench
mb-10502,FeBO3,10,158.99999999999994,44.0,matbench
mb-10503,V2O3F,12,170.00000000000006,79.99999999999999,matbench
mb-10504,Fe3Sn,4,118.99999999999996,59.00000000000001,matbench
mb-10505,PrMg2Ag,4,40.99999999999999,15.000000000000004,matbench
mb-10506,NaCoO2,8,101.0,36.0,matbench
mb-10507,NaSbO3,20,128.99999999999994,93.99999999999996,matbench
mb-10508,TiSbRu,3,140.99999999999991,32.00000000000001,matbench
mb-10509,MnN,2,131.00000000000006,121.00000000000006,matbench
mb-10510,Pr2NiIr,4,152.00000000000003,27.000000000000004,matbench
mb-10511,Ba(FeS2)2,7,40.99999999999999,19.0,matbench
mb-10512,Fe(BW)2,10,318.9999999999999,175.0,matbench
mb-10513,Zr2N2O,10,158.99999999999994,68.99999999999999,matbench
mb-10514,Lu2O3,5,158.0,46.0,matbench
mb-10515,YBPd3,5,192.00000000000003,13.999999999999998,matbench
mb-10516,Li2PrSb2,10,38.99999999999999,22.0,matbench
mb-10517,V2CoO6,9,58.00000000000001,23.999999999999996,matbench
mb-10518,HgPt3,4,103.99999999999996,22.0,matbench
mb-10519,NdMg2Ag,4,42.99999999999999,13.999999999999998,matbench
mb-10520,Li3MnF6,10,25.000000000000007,16.0,matbench
mb-10521,Sm2AlNO3,7,168.0,109.00000000000004,matbench
mb-10522,Al2O3,20,231.00000000000009,144.99999999999997,matbench
mb-10523,MnFe,2,239.99999999999997,160.99999999999994,matbench
mb-10524,BN,4,373.00000000000017,383.0000000000001,matbench
mb-10525,CuNi3O4,8,164.00000000000003,77.0,matbench
mb-10526,CrSb,4,72.00000000000001,47.00000000000001,matbench
mb-10527,CoP2O7,10,74.00000000000001,42.99999999999999,matbench
mb-10528,NaLiICl,4,21.0,12.999999999999998,matbench
mb-10529,NiAu3,4,146.99999999999997,21.0,matbench
mb-10530,LiNiS2,8,67.0,33.0,matbench
mb-10531,Li2CuS2,10,26.0,11.000000000000002,matbench
mb-10532,MnPO4,12,17.0,11.000000000000002,matbench
mb-10533,KRbO,6,34.0,7.0,matbench
mb-10534,Mg6ZnBi,8,37.0,12.999999999999998,matbench
mb-10535,HW,4,280.99999999999994,154.99999999999997,matbench
mb-10536,ThSb,2,89.0,31.0,matbench
mb-10537,TiTe,4,86.99999999999999,52.99999999999999,matbench
mb-10538,Na2CS3,12,13.999999999999998,6.0,matbench
mb-10539,Cu2S,3,97.0,22.0,matbench
mb-10540,Fe2O3F,12,135.99999999999997,61.000000000000014,matbench
mb-10541,Na2CoS2,10,38.99999999999999,17.999999999999996,matbench
mb-10542,TaCoSb,3,162.99999999999994,61.000000000000014,matbench
mb-10543,PrTe,2,58.00000000000001,36.0,matbench
mb-10544,PuO,2,117.0,48.99999999999999,matbench
mb-10545,Mn3VO8,12,42.00000000000001,28.0,matbench
mb-10546,TiMn3O8,12,92.0,61.000000000000014,matbench
mb-10547,Mo2S3,10,99.0,61.000000000000014,matbench
mb-10548,TiNbN2,8,292.00000000000006,149.0,matbench
mb-10549,Mg6GaCu,8,40.99999999999999,21.0,matbench
mb-10550,NaMnO2,8,83.99999999999999,52.99999999999999,matbench
mb-10551,Ti(MoS2)2,7,109.99999999999996,66.00000000000001,matbench
mb-10552,SmYO2,4,97.0,47.00000000000001,matbench
mb-10553,YTlO2,4,103.99999999999996,46.0,matbench
mb-10554,Nb5Si3,16,185.0,63.99999999999999,matbench
mb-10555,Hf2N2O,10,173.00000000000003,81.0,matbench
mb-10556,LaS2,6,89.0,33.0,matbench
mb-10557,Be,1,124.00000000000004,83.99999999999999,matbench
mb-10558,Sr3SbP,5,98.0,17.999999999999996,matbench
mb-10559,PrAl3,4,67.0,54.000000000000014,matbench
mb-10560,CoReO4,6,162.99999999999994,77.0,matbench
mb-10561,NaMg6Zn,8,28.0,17.999999999999996,matbench
mb-10562,YbAgS2,8,68.00000000000001,23.0,matbench
mb-10563,TiZnO3,10,63.99999999999999,23.999999999999996,matbench
mb-10564,CaMnGe,6,42.99999999999999,30.0,matbench
mb-10565,Ni(PS3)2,9,12.000000000000002,7.0,matbench
mb-10566,Ag3Ge,4,75.00000000000001,21.0,matbench
mb-10567,YRh5,6,178.00000000000003,76.0,matbench
mb-10568,KBiO3,5,84.99999999999999,64.99999999999999,matbench
mb-10569,Cr2FeS4,14,99.0,23.999999999999996,matbench
mb-10570,CoOF,6,101.0,55.00000000000001,matbench
mb-10571,PrSmO2,4,122.00000000000004,73.0,matbench
mb-10572,LiMg6Bi,8,34.0,13.999999999999998,matbench
mb-10573,Th(SiPt)2,5,158.0,57.00000000000001,matbench
mb-10574,RbSbO3,5,89.0,102.0,matbench
mb-10575,AlCoO3,10,77.0,37.99999999999999,matbench
mb-10576,GeAs,2,62.0,37.99999999999999,matbench
mb-10577,SmMnSbO,8,59.00000000000001,31.0,matbench
mb-10578,NaMg6Al,8,31.0,10.0,matbench
mb-10579,NbAgO3,5,189.99999999999997,78.99999999999999,matbench
mb-10580,CeMg3,4,20.000000000000004,10.0,matbench
mb-10581,VCl2O,4,29.0,17.999999999999996,matbench
mb-10582,LiV2O4,7,70.00000000000001,37.99999999999999,matbench
mb-10583,YbTiO3,5,179.00000000000006,109.99999999999996,matbench
mb-10584,NiO2,3,45.00000000000001,32.00000000000001,matbench
mb-10585,ZnCoO2,4,170.00000000000006,64.99999999999999,matbench
mb-10586,Ba(FeS2)2,7,42.00000000000001,19.0,matbench
mb-10587,NaMg6Al,8,33.0,11.000000000000002,matbench
mb-10588,Sr(MnP)2,5,77.99999999999999,46.0,matbench
mb-10589,Lu3Ga,8,47.00000000000001,25.000000000000007,matbench
mb-10590,NbAgO3,20,118.00000000000004,42.00000000000001,matbench
mb-10591,SbOF,12,40.99999999999999,22.0,matbench
mb-10592,Ga2FeS4,7,19.0,12.000000000000002,matbench
mb-10593,MgFe2O5,16,122.00000000000004,54.000000000000014,matbench
mb-10594,La(BiO2)2,7,68.00000000000001,22.0,matbench
mb-10595,Nb2O5,28,56.00000000000001,23.999999999999996,matbench
mb-10596,CsCoN,12,38.99999999999999,15.000000000000004,matbench
mb-10597,PrRe2,6,178.00000000000003,10.0,matbench
mb-10598,Ni,1,197.0,76.0,matbench
mb-10599,CeY3,4,39.99999999999999,20.000000000000004,matbench
mb-10600,FeOF,6,132.00000000000006,62.0,matbench
mb-10601,SmTlO2,4,77.0,35.0,matbench
mb-10602,USbRh,3,112.99999999999994,34.0,matbench
mb-10603,Nb3Te,8,167.0,84.99999999999999,matbench
mb-10604,YbHgPb,6,36.0,12.000000000000002,matbench
mb-10605,Cs2LiNF6,10,2.0,33.0,matbench
mb-10606,ErTlO2,4,91.0,38.99999999999999,matbench
mb-10607,Fe3Pd,4,162.99999999999994,23.0,matbench
mb-10608,MnB2,3,259.9999999999999,171.99999999999991,matbench
mb-10609,NaCu2O3,12,88.00000000000001,22.0,matbench
mb-10610,CuSiO3,10,27.000000000000004,21.0,matbench
mb-10611,P3N5,8,131.00000000000006,112.99999999999994,matbench
mb-10612,ZnCu2O3,12,92.0,34.0,matbench
mb-10613,TiO,2,237.00000000000009,170.99999999999991,matbench
mb-10614,BiTeBr,3,7.0,5.000000000000001,matbench
mb-10615,NbO2,12,165.99999999999997,50.99999999999999,matbench
mb-10616,KMnO2,8,57.00000000000001,25.000000000000007,matbench
mb-10617,CoOF,12,158.0,42.00000000000001,matbench
mb-10618,Si3N4,14,252.00000000000009,149.0,matbench
mb-10619,TlHCO2,20,7.999999999999999,4.0,matbench
mb-10620,TiNi2Sb,4,170.99999999999991,33.0,matbench
mb-10621,Mn3Ga,4,132.00000000000006,47.99999999999999,matbench
mb-10622,TiCdO3,10,150.00000000000003,47.99999999999999,matbench
mb-10623,Mg3Bi,8,40.99999999999999,7.999999999999999,matbench
mb-10624,SnO2,12,100.0,60.0,matbench
mb-10625,BiO2,3,138.0,45.00000000000001,matbench
mb-10626,Si,4,82.0,46.0,matbench
mb-10627,V3Au,4,179.99999999999997,40.99999999999999,matbench
mb-10628,MnCu2Sn,4,182.99999999999991,34.0,matbench
mb-10629,SrAgO3,5,111.99999999999996,47.00000000000001,matbench
mb-10630,HfH3,4,132.00000000000006,95.0,matbench
mb-10631,Mn3AgN,5,140.99999999999991,77.99999999999999,matbench
mb-10632,ThGe2,6,83.99999999999999,31.0,matbench
mb-10633,Fe2O3,20,188.00000000000009,89.0,matbench
mb-10634,LaBr,4,7.999999999999999,4.0,matbench
mb-10635,LiMg6Bi,8,30.0,16.0,matbench
mb-10636,CoAgO2,4,128.0,26.0,matbench
mb-10637,EuZnGe,6,45.00000000000001,26.0,matbench
mb-10638,LiRuO2,8,197.0,109.00000000000004,matbench
mb-10639,NbVO4,12,164.00000000000003,33.0,matbench
mb-10640,LiCoOF2,10,88.00000000000001,46.0,matbench
mb-10641,FeRe,2,321.99999999999994,154.0,matbench
mb-10642,SrOsO3,5,187.00000000000003,63.0,matbench
mb-10643,LaFeO3,5,171.99999999999991,93.0,matbench
