gid,formula,n_sites,K_VRH,G_VRH,gamma,kappa_agl,density_g_cm3,volume_m3
ag-8770a7b53129,F6Na1Sb1,8,20.3,9.45592,2.34437,2.72595,2.80877,1.5296666906528023e-28
ag-50f0224e8623,N4Pt2,6,273.518,171.028,2.34466,16.6066,12.734,5.81846942605445e-29
ag-6d70b2b8b5b2,Cd1O6Pt3,10,194.815,73.6633,2.3447,3.78171,10.8692,1.21251098450145e-28
ag-6dc2e902a137,Cs2I6Te1,9,7.11667,4.08731,2.34473,0.438525,4.3266,4.4322404566017665e-28
ag-41362ad73636,Ir8La6Sn26,40,85.2944,46.3881,2.34494,1.03464,9.18887,9.862590140694187e-28
ag-26d25aa179ff,La3Pd3Tl3,9,73.0263,22.3824,2.34523,0.836206,9.8943,2.264209639421589e-28
ag-87074fb2cae5,Dy1Pd3,4,133.561,59.1834,2.34529,4.62863,11.636,6.875054148549467e-29
ag-1af1c04034d0,Cd4Sb4Tl4,12,37.1445,13.0599,2.3453,0.358543,8.12374,3.585720606397627e-28
ag-9a51a2370a78,Er3Pd3Tl3,9,80.7439,21.4024,2.3456,0.789699,11.9827,1.9874680800286645e-28
ag-64b1b587a7ef,Au2Ho2Sn2,6,75.9813,40.4423,2.34582,2.82432,11.118,1.4356296363763082e-28
ag-5f635a213ee4,Mg6Zn33,39,65.4609,33.7609,2.34614,0.541201,6.34438,6.031204003734294e-28
ag-71f18f0157cf,Bi4Mg2O12,18,120.283,62.7305,2.34638,2.57477,7.45935,2.3964699636672436e-28
ag-76a949f3e429,N1Rh1,2,251.501,48.8979,2.34638,6.3068,9.28181,2.0915885529024244e-29
ag-45bf324a6244,Cl1Tl1,2,18.4389,7.03725,2.34639,0.590775,5.73538,6.943873740515842e-29
ag-17576ab0f299,Au2Sn2Tb2,6,73.8226,33.8601,2.34641,2.27551,10.8252,1.4560378146968716e-28
ag-76196fa1b70f,Os3Zr1,4,252.9,108.969,2.34656,10.646,17.3012,6.352935378641206e-29
ag-d7a0c361cfcf,Cd1O6Sb2,9,110.543,49.4485,2.34658,4.88431,6.22351,1.2058197110102899e-28
ag-67b68d026913,Rh1Sb1U1,3,259.969,29.4027,2.34689,0.603802,10.3869,7.397030333424193e-29
ag-92fd352b0aa2,F24Na4Sb4,32,21.75,9.60589,2.34712,1.00097,2.81678,6.101267277820591e-28
ag-b243bab6096b,La2Pt4,6,147.222,53.1835,2.34721,3.0161,14.4397,1.2168496104996962e-28
ag-c5cb9fc67bd3,Al1Au2Ti1,4,131.283,21.1276,2.34724,1.18828,11.4345,6.807733505623745e-29
ag-5bb50c168f2a,Cd2Mg2,4,44.4252,21.0612,2.34725,1.51293,5.30713,8.555368307514065e-29
ag-49a2f312cc48,Mn1Pd2Sb1,4,114.267,28.5953,2.34737,1.91199,9.36996,6.903371430075356e-29
ag-bea649131691,Pd2Sn1Tb1,4,106.744,18.2294,2.34769,1.00417,10.2972,7.909465484591038e-29
ag-65029c4665c0,As2Ba1Rh2,5,79.2922,42.2167,2.34783,5.31157,7.60964,1.075759880492833e-28
ag-a1cf5e4364ee,Hf4Pd12,16,177.793,80.0549,2.34791,2.89994,12.974,2.5482759993838447e-28
ag-3eb9b5f8dc58,Ge1Li1Rh2,4,170.1,91.9475,2.34809,9.65804,9.2469,5.125010168760419e-29
ag-e08343d89576,B2Pd4,6,154.184,48.4306,2.34822,3.82102,9.6469,7.69949357377306e-29
ag-d7f164ab4add,Au2Dy2Sn2,6,76.9205,40.8505,2.34836,2.77216,11.0131,1.441975235959449e-28
ag-46ae6df88181,Ni3Sn1,4,153.883,65.9557,2.34844,5.91168,9.54371,5.129144154116452e-29
ag-a81bb2b2c64c,O3Sn1Sr1,5,135.344,80.9891,2.34861,8.68576,5.83693,7.235343097108551e-29
ag-f8fd1df475f9,Cu2S1,3,96.9944,24.7874,2.34933,1.94602,6.15306,4.2952029758015714e-29
ag-4ca2b630d8cb,P1Rh2,3,229.683,81.5454,2.35014,10.4142,9.3633,4.1992710655066383e-29
ag-30af3fe1257c,Ir8S12,20,168.658,96.6677,2.35028,4.01931,9.97277,3.201129600064541e-28
ag-3cb72890f73b,Cu2Ge1Li1,4,87.5778,32.1313,2.35037,2.17903,6.67944,5.137984479408779e-29
ag-7071622eeee7,Cl6Pt1Rb2,9,10.85,6.50498,2.35045,1.3511,3.59275,2.6748768884846544e-28
ag-80f57ee927a9,N1Pd1,2,207.717,54.6675,2.35059,7.1347,9.2015,2.173267836893096e-29
ag-9c4580c1cfb5,Ir4S4Sb4,12,136.025,85.764,2.35059,5.12668,10.1666,2.2608001089229326e-28
ag-d5ed427be3fd,P2Pd2Sr1,5,104.711,49.5872,2.35063,4.28747,6.76313,8.898126335465638e-29
ag-0ee5160408c4,Pd2Sc1Sn1,4,118.917,36.5286,2.35077,2.92126,8.5583,7.305221547291655e-29
ag-3fdc47a5a166,Pt3Sc1,4,191.839,75.724,2.35097,6.13564,16.2672,6.433097631776919e-29
ag-a297b22a47c6,In8Ni2Sr2,12,48.6325,26.4273,2.35108,1.11726,6.97971,2.8814899612235686e-28
ag-e35b7cf614c8,La2Tl2Zn2,6,53.0161,38.9876,2.35116,2.75996,8.43616,1.60892779064717e-28
ag-081140d7fbeb,Cl4K2Pd1,7,12.5149,7.31318,2.35156,1.18727,2.52312,2.1483220883491268e-28
ag-30f4d2baf7f6,Sr1Zn5,6,50.8399,25.8666,2.35156,1.41653,6.16872,1.1162241632813436e-28
ag-8383aa70ee69,Ho1Pd2Sn1,4,106.461,28.0839,2.35184,1.92516,10.5659,7.802695152879256e-29
ag-8401b5be62cc,As2Cr2,4,85.467,44.7282,2.35184,4.611,5.8573,7.196209826815045e-29
ag-e18b90e93c96,Ca6Rh8Sn26,40,68.7167,22.33,2.35187,0.406853,7.08597,9.725588365614666e-28
ag-cbf02ee2b7e7,O8Pd6Sr2,16,146.906,60.5386,2.35208,2.37955,7.52714,2.077577009028258e-28
ag-709e3b617643,Rh8Sn26Sr6,40,65.7167,28.3875,2.35216,0.564191,7.34064,1.0033450528748501e-27
ag-c4152f4391b7,Au1Sc1Sn1,3,84.8333,35.6477,2.35228,3.66029,8.43659,7.098179754917356e-29
ag-a1d9dcc845c0,Pd4Sb4Te4,12,79.2183,28.432,2.35233,1.16225,8.11807,2.9109706573850583e-28
ag-c5c59a10fed6,I1K1,2,10.9389,5.21968,2.35255,0.525554,2.98573,9.232384868987297e-29
ag-f1cde2e53d12,Pt4Sn4Sr4,12,68.2498,26.4641,2.35347,1.01876,8.88178,3.0019371291798378e-28
ag-af57c7b7977b,Ge2La1Pd2,5,103.116,41.0431,2.35356,3.26914,8.30267,9.940539730354529e-29
ag-07eac22977da,Rh4Sb8,12,102.199,55.7394,2.35384,3.04865,8.56556,2.686353613384009e-28
ag-ff3e8a3ebb99,Cs1F1,2,24.8444,6.96896,2.35389,0.566103,4.99155,5.053385937448199e-29
ag-5020e2960bfb,Cd8Yb4,12,39.1202,22.7792,2.35398,0.70711,8.50729,3.106349467882765e-28
ag-36adaa3557e5,B2Ir6Sn5,13,162.937,52.6355,2.3546,2.21468,13.2717,2.212693298723124e-28
ag-8befd43dbea0,Ge2La1Pt2,5,111.584,35.0129,2.35462,2.57277,11.2165,9.98341979790729e-29
ag-fda8cabb99d4,Er1Pd2Sn1,4,109.294,29.4442,2.35463,1.98222,10.7032,7.738730765300838e-29
ag-d0b1587a005a,Ru4Sb4,8,141.575,70.3584,2.35499,5.17231,9.90953,1.4935841365250538e-28
ag-cb1a5c4e541f,Ba1Ge12Pt4,17,96.3092,20.4559,2.35503,0.518243,8.81013,3.37256539352682e-28
ag-d5b4a2bd8434,Ag4O4Rb4,12,23.9464,10.1089,2.35511,0.545209,4.47728,3.1055427377545075e-28
ag-7db41ab7fd14,Pd2Se4Tl4,10,33.8498,8.02879,2.35574,0.324234,8.3582,2.6745466853779504e-28
ag-086931208893,Ba1Ge3Pt1,5,75.1723,39.5018,2.35583,3.12221,8.26376,1.1058478526252512e-28
ag-af102afc1723,Bi4Pd6S4,14,62.6487,15.5591,2.3559,0.709859,8.94868,2.9740125011759573e-28
ag-640727d1390a,Rh4S4Sb4,12,117.599,70.3241,2.35616,4.21532,7.52503,2.2660960811465273e-28
ag-55b88a443657,Ru4S8,12,155.036,114.928,2.35662,8.45479,5.99287,1.8309828432942478e-28
ag-b7deb36a7234,Cu2In1Mn1,4,88.3833,33.3533,2.35749,2.36892,7.86309,6.268881261264145e-29
ag-87aae3236e2d,Ho1Pd3,4,131.517,59.6179,2.35789,4.79181,11.7584,6.837809072914302e-29
ag-5f88595ec1d9,Cl1Rb1,2,16.6,8.37747,2.3579,0.953933,3.13099,6.413106153789225e-29
ag-f51b92be0bca,Ag4In8Na12,24,19.9944,9.28715,2.35802,0.235264,4.06944,6.634476874520929e-28
ag-b9ec090c2d66,Pd3Tb1,4,127.017,57.455,2.35807,4.65134,11.442,6.939743530421205e-29
ag-ce98f1f2db8e,Hg2Sn2Sr2,6,37.3449,22.2914,2.35824,1.37049,7.48359,1.805835319628339e-28
ag-a60356bc997f,Er1Pd3,4,131.706,59.7495,2.3585,4.85286,11.8818,6.799338535770384e-29
ag-88ca7d55b9ec,Au2Dy2Sn2,6,75.2493,33.5142,2.35863,2.13215,11.0124,1.442066894695526e-28
ag-62a3afd4deef,Pu1Ru1,2,173.653,10.0903,2.3587,0.498391,16.5507,3.4621026041899256e-29
ag-6c37e0e2ec89,Pd1Sn3Sr1,5,54.4473,13.2006,2.35881,0.753227,6.58182,1.3880336719498893e-28
ag-ce610cb49c8c,In1Te1,2,40.65,17.4665,2.35919,2.05305,6.5432,6.152105383406267e-29
ag-2d615b75d368,Ir3Te6,9,88.0486,48.0193,2.35941,3.52419,10.1854,2.18828933834991e-28
ag-0aa3abe2f605,Au2Er2Sn2,6,76.6421,40.202,2.35942,2.72302,11.2181,1.4297133720954523e-28
ag-2e575b80a8fe,Au2Ho1Si2,5,115.504,43.5591,2.35953,2.90027,11.1087,9.19359371316317e-29
ag-c5fcd642ba5d,Pt1Sn1U1,3,83.1333,15.8698,2.35974,1.04703,11.6263,7.881471318475317e-29
ag-a1639dfffa5f,Fe2Te2,4,32.3845,24.7335,2.36004,6.9898,6.85285,8.890245345292454e-29
ag-50b51ceb501d,Cd4Pd2Sr2,8,45.5315,18.7509,2.36014,0.915474,7.08536,1.9633066337185668e-28
ag-a6b65119ee07,Bi8Pt4,12,82.8817,23.4,2.36046,0.67946,12.9408,3.146590133456923e-28
ag-e49cd74ec6cc,Pt4Y2,6,162.578,69.3642,2.36053,4.52981,14.185,1.1216367200725674e-28
ag-eff986091e91,La6Pb26Rh8,40,65.7167,31.8995,2.36123,0.536542,11.0331,1.060140181810024e-27
ag-4938791be8ab,Ir4S4Sb4,12,137.809,87.0577,2.36134,5.07883,10.1584,2.2626250578216933e-28
ag-30204cfc9e65,As8Pd4,12,109.558,42.6853,2.36138,1.88834,7.59873,2.240032505073501e-28
ag-446e47ea5b60,Br1Tl1,2,16.4611,6.54863,2.36139,0.52204,6.1089,7.727580542949371e-29
ag-d52b0022ad90,Al4Pt8,12,201.149,59.3576,2.36178,2.13756,15.795,1.754208560834352e-28
ag-2fc9e57208d0,Au2Dy1Si2,5,114.791,45.6709,2.36212,3.10321,11.016,9.234323742826958e-29
ag-2e7da81b1d4f,Bi4Rh4S4,12,105.994,57.4898,2.36232,2.81201,9.49405,2.4063235666221686e-28
ag-7e0ae379f8a4,Ca2Ir2Sn4,8,74.4661,35.0279,2.3624,2.36425,8.43428,1.8495475788520635e-28
ag-3a60473b7da3,Au2O4Rb2,8,27.7935,12.4272,2.36253,1.67784,5.67883,1.838859627632241e-28
ag-87269b6c250e,As2Ba1Pd2,5,76.328,35.9495,2.36305,2.96232,7.73298,1.0736953552168496e-28
ag-5738ebc31dfa,Rh9S12,21,140.902,72.5052,2.36336,3.02884,6.35684,3.4244210146997637e-28
ag-b49d5044a52e,Li2Pd4Sn12,18,59.2839,19.2041,2.36356,0.535446,7.50411,4.124914192816817e-28
ag-2a0b69fd797f,Cu4Sb2,6,89.6924,32.6394,2.36362,1.88495,8.31217,9.942733793980228e-29
ag-e5990f43d042,Al1Ba1Ge1,3,44.3828,34.2148,2.36409,4.77145,4.56729,8.614786998834716e-29
ag-377117f4c715,Hg2K2Sb2,6,21.1094,12.2833,2.36414,0.858288,5.53716,2.1678948150537707e-28
ag-c935637c5226,Co2Sc1Sn1,4,86.0333,46.4576,2.36435,4.41102,6.68183,6.996517211315301e-29
ag-92644c06e130,Cu1Ni2Sn1,4,149.022,27.9789,2.36438,1.60187,9.34372,5.325165730837509e-29
ag-e123a44c2193,Li1Pd1,2,77.9087,30.8436,2.36476,3.39727,6.76889,2.7809636310952406e-29
ag-2d95c74d463f,Bi4Pd4Te4,12,72.5502,23.3455,2.36484,0.813256,9.56679,3.0757212010274156e-28
ag-7c698c20b0a3,Cu4In1Yb1,6,82.3611,40.2327,2.3651,2.07909,9.38275,9.592943611819532e-29
ag-fe67a47362dd,Ca6Ir8Sn26,40,74.8278,25.0203,2.36513,0.457234,8.29762,9.735279053370272e-28
ag-681987cd3547,Mn2Sn4,6,90.9177,64.0839,2.36517,5.12253,8.13696,1.1932514235225458e-28
ag-0d38a416d508,Au1In1Li2,4,52.4556,18.9376,2.36542,1.06687,7.75624,6.9722192777697e-29
ag-f7857324dd27,Cl1Cu1,2,47.8889,12.3674,2.36589,1.20686,4.11126,3.998572385456853e-29
ag-07f268d309e6,Hg1Li1,2,32.5667,15.9154,2.36595,1.19085,9.22941,3.7338609188514174e-29
ag-93c414995740,Ca2O8Tl4,14,109.553,41.9478,2.36614,1.58178,8.43032,2.020313601621506e-28
ag-a34a82c6b7f6,Cu1Ni2Sb1,4,142.122,34.9971,2.36621,2.46569,9.5842,5.244394102570277e-29
ag-487a072a13d8,Au4Ca4Ga4,12,60.2652,24.4339,2.36628,0.854193,7.77586,2.6204151447706675e-28
ag-c67b818b8f83,Ba1Ga4,5,47.1888,30.931,2.36646,2.19296,6.0014,1.1516444658932669e-28
ag-a7cbc51fd67d,Au2Ho2Sn2,6,76.3099,32.6497,2.36697,1.99889,11.1665,1.4293941966804098e-28
ag-388226a8c6ab,Cl4O2Pd4,10,44.6369,12.7581,2.36726,1.01977,4.69839,2.118763860529431e-28
ag-156ede75c614,Ba1Pd1Sn3,5,51.7178,20.4327,2.36772,1.40064,6.92131,1.439206152671688e-28
ag-8c5011c882aa,Au2K2Se4,8,20.217,9.34114,2.36833,1.09795,5.64035,2.319810886288203e-28
ag-8a75530096ed,Ge2Pt2Th1,5,136.525,42.2438,2.36865,2.95718,12.8919,9.885591617224083e-29
ag-a94cbd0169e5,Pd3Zr1,4,169.206,71.7182,2.3688,6.77029,10.514,6.483019956384195e-29
ag-f38f615b9187,Co2Sb4,6,93.0396,58.7328,2.36921,4.65611,8.29108,1.211507659111932e-28
ag-0ffa34b44960,Br4K2Pd1,7,11.1218,5.952,2.36923,0.746429,3.37079,2.4839812950474253e-28
ag-983aba23e968,Au2Si2Tb1,5,114.352,47.3193,2.36925,3.25656,10.9052,9.273715819383376e-29
ag-cf310d204230,Ca2Ni4,6,81.0056,38.6512,2.36942,2.38519,5.67441,9.215987283765385e-29
ag-8cdf3bd5fc62,Au2Sc2Sn2,6,78.5059,34.1863,2.36949,2.38023,8.8443,1.3541926967320921e-28
ag-9f8e53ade488,Cr4P4,8,107.183,60.9973,2.36966,5.05641,4.33889,1.270137728326008e-28
ag-ae06258781b5,O2Pb1,3,133.589,27.3125,2.36992,1.96155,10.0444,3.954431843453467e-29
ag-27cd67b2290b,La1Tl3,4,43.6889,19.1981,2.36998,1.21099,10.6112,1.1768860469422098e-28
ag-b2d8803094b7,Mg2Ru2Sn8,12,72.0692,44.8724,2.3702,2.39277,7.26211,2.7448784330155255e-28
ag-e52ccf55c807,Tl3U1,4,43.4833,19.2436,2.37048,1.11481,12.4386,1.1363141082333212e-28
ag-2e2a4cca86d2,Pd3Sc1,4,136.556,62.6876,2.37057,6.00566,9.28471,6.513878737767229e-29
ag-1054a8325a9e,Al2Au1,3,101.061,31.4044,2.37064,2.98829,7.54951,5.51927847612913e-29
ag-0c1fb44885f5,Co2Ga1Mn1,4,84.4556,51.6939,2.37082,4.26312,7.06318,5.701770031909028e-29
ag-2642668e64b7,Rh4Sb4Se4,12,110.444,64.3426,2.37086,3.48454,8.244,2.446297934817847e-28
ag-e3549f98c0c2,Ge2Pd2Th1,5,125.295,49.8982,2.37093,3.92943,9.99464,9.805060653498942e-29
ag-e02e6c6748e8,Br1K1,2,13.8278,7.30057,2.37152,0.84292,2.62898,7.516526111467306e-29
ag-5c5f591d03ca,In12Ru4,16,86.9419,49.7708,2.3718,1.97655,8.15921,3.626870773557236e-28
ag-c286a3280ca1,Pt4Yb2,6,132.483,55.5276,2.37183,3.06005,16.5188,1.132320612419368e-28
ag-9d470850bf9d,Cd1N1Ni3,5,182.581,67.2357,2.37204,4.80128,8.9703,5.599696559919514e-29
ag-ee0d6c769a48,Cl16Hg12O4,32,12.9538,4.75817,2.37251,0.294549,5.77917,8.7300743114511e-28
ag-f15b1e54287b,Ir8Sn26Sr6,40,71.7944,30.4995,2.37288,0.600019,8.53335,1.0021429693740918e-27
ag-07f9a4be9a1a,Li2Ru2Sn8,12,65.9758,41.974,2.37293,2.32989,7.37533,2.624552001081651e-28
ag-136ebce60ff4,Cl1Rb1,2,14.3167,7.23743,2.37308,0.837648,2.66941,7.52202592949473e-29
ag-eb050e34fd4c,Sr2Zn26,28,66.1278,49.3917,2.37364,1.09856,6.94971,4.482146824859179e-28
ag-c96ed7a989cf,Ni3P3Pd3,9,182.443,34.7939,2.37369,1.42184,8.68904,1.1242107055315304e-28
ag-859d0f1b6c94,Be1Pd2,3,158.459,56.7871,2.37371,5.80362,9.73675,3.783543946609015e-29
ag-c08b23695db0,Tl3Y1,4,46.4056,11.8327,2.37431,0.572749,10.7609,1.0833582691096126e-28
ag-cfcaed811a14,In2Ir1Li1,4,107.861,41.1162,2.37432,3.03407,10.4329,6.82484437235745e-29
ag-b0f14217ea99,Cl1Cu1,2,59.0611,7.25386,2.37436,0.476112,4.89394,3.359087096579308e-29
ag-2122a1339fff,Bi2Pt2,4,91.4979,16.8856,2.37439,0.882094,14.3165,9.373306626931009e-29
ag-68569ed18f7f,Ca2Pt4,6,126.161,57.7912,2.37442,3.89337,12.6281,1.1315087641820758e-28
ag-a324a7095c94,O4Sn2,6,178.618,88.1342,2.37524,8.7096,6.63082,7.548322834292172e-29
ag-08394c3822dd,Ru8Sn12,20,128.441,60.6954,2.37525,2.20135,9.56463,3.8769054096636544e-28
ag-73a41a1f5615,Au2La2Pb2,6,60.884,31.7775,2.37605,1.90867,10.6904,1.6871068187114019e-28
ag-e3a096724df2,Pd3Ta1,4,207.727,81.5928,2.37629,7.22395,13.4103,6.193856410081541e-29
ag-8e92a5daf408,Ag2Yb1,3,40.5889,15.5651,2.37649,0.991956,9.18585,7.027965842813764e-29
ag-341c350b9d49,Ga1Ir1,2,217.956,61.4924,2.37652,7.29024,15.6167,2.785233776055146e-29
ag-935656e3f9cc,Ir4Sb4Se4,12,129.779,79.676,2.37662,4.19975,10.7043,2.4382247852268874e-28
ag-e585593b59b2,Ca4Pt8,12,128.245,43.6748,2.37662,1.54825,12.569,2.273658337969237e-28
ag-c9246cfad021,Cu2Te2Tl1,5,32.9523,13.1769,2.37689,1.10456,7.72734,1.260714883853014e-28
ag-e22f5d71c764,Ge4O8,12,231.547,141.713,2.37719,8.83535,6.4117,1.0839984109184404e-28
ag-b3ca661f7bb7,Na2O8Pt6,16,191.417,68.4289,2.37786,2.23931,11.7066,1.907094689826224e-28
ag-a21b02f10073,Ca1F6Pb1,8,50.4444,21.7116,2.37875,1.72865,3.60363,1.6647112040093612e-28
ag-7ded5e058eb3,Os4Se8,12,153.547,105.049,2.37881,5.78844,10.5976,2.1820664151762286e-28
ag-cdbe97e96d2d,Mo1Pt2,3,273.069,124.4,2.37894,14.0742,17.6655,4.569365852009809e-29
ag-8d732ca5f829,N1Pt1,2,235.089,27.579,2.37936,2.04803,15.5679,2.230251195169166e-29
ag-13435caa82fe,C1Pt1,2,259.283,42.6618,2.37956,3.85442,15.5684,2.2088900582963377e-29
ag-60d3c7e3a655,Cl16Hg12O4,32,13.1426,5.09279,2.37965,0.312538,5.78211,8.725635375063574e-28
ag-0380bb5b8993,Cl16Hg12O4,32,12.0611,5.0944,2.37984,0.354789,5.783,8.72429250536207e-28
ag-e9c6d477da9d,Ba2Tl4,6,26.449,17.2872,2.38033,0.870755,8.4545,2.145152893299979e-28
ag-0b8278ce2303,Ir8Sn26Yb6,40,74.2,24.7352,2.38051,0.417524,9.66515,9.728453454030444e-28
ag-483cf5477e34,Cl6K2Sn1,9,11.2222,4.96348,2.38089,0.780749,2.48722,2.734770751845025e-28
ag-9a295f92980b,Lu1Pt3,4,207.483,70.7192,2.38152,4.2309,18.9914,6.647078933999523e-29
ag-64c133251a3d,Hg2Sn2Yb2,6,40.3417,20.6041,2.38189,1.06987,9.81601,1.6657477000325878e-28
ag-e69027ae6de2,Mg2O12Sb4,18,163.611,98.1738,2.382,5.37528,5.75937,2.0979365728025994e-28
ag-a08dd23dd714,Bi4Ir4S4,12,122.018,71.6259,2.38216,3.50156,12.0037,2.3974245983784197e-28
ag-a207d6a841bc,K2Zn26,28,58.9222,53.4154,2.38302,1.24571,6.44465,4.583364037090483e-28
ag-285406f72fe4,Pt4Sr2,6,118.122,48.487,2.38306,2.73477,13.1999,1.2021085607507343e-28
ag-364819176d01,Ga3Ni2,5,127.407,64.678,2.38314,5.0891,7.88775,6.874693839495626e-29
ag-3128a4b9547d,I1Tl1,2,14.3111,5.92427,2.3832,0.440301,6.16848,8.918182183808582e-29
ag-02de8fc28502,Ge6Rh10,16,173.993,62.4228,2.38463,2.60458,10.5655,2.3023192238578455e-28
ag-0ffb70524ed4,Co4Ge4Mn4,12,175.537,97.8688,2.38504,5.05431,8.5709,1.4453987346953462e-28
ag-89a473940a8f,As8Cu24,32,105.567,37.4389,2.38512,0.67521,7.87223,4.481292749939159e-28
ag-a65578e36cb2,Pt2Sb2,4,125.785,27.0212,2.38516,1.63947,12.5011,8.417368711838326e-29
ag-d93ce507eac7,Au2K2Te2,6,25.8159,13.8933,2.38521,0.96442,6.15278,1.9629491778495939e-28
ag-047348a26953,Ag2In1Y1,4,72.8444,19.4227,2.38541,1.15397,8.12943,8.568007006774185e-29
ag-3ea0d57ff7b5,Pt2Si1,3,207.58,65.0559,2.38543,6.15442,14.9402,4.6487080259446534e-29
ag-20c791ce08b3,Co4O14Sb4,22,153.906,84.8588,2.38557,3.85683,5.98438,2.6270712084716007e-28
ag-41cae372cf49,F1Tl1,2,30.4699,9.22758,2.38598,0.646273,8.06938,4.596809729213969e-29
ag-8e941641cd23,Au2Sn8,10,46.8635,12.3513,2.38598,0.459713,8.19135,2.723753845270947e-28
ag-4232dce39a62,Ag2In1Tb1,4,73.3722,21.3448,2.38599,1.21589,9.46959,8.583267566859824e-29
ag-58b9ed291d3d,Hg1Se1,2,43.7667,13.725,2.38609,1.31205,7.56961,6.132465160926785e-29
ag-8fb97d56ef98,Br1Cs1,2,10.5778,4.77199,2.38641,0.430412,3.51,1.0067760929392695e-28
ag-10844f99e3db,Li1Tl1,2,27.6556,17.2355,2.38645,1.49571,8.24529,4.2559116279948714e-29
ag-b99b5e13d3b1,Bi4Rh4Se4,12,99.9372,53.2161,2.38647,2.36114,10.0105,2.5933365405142075e-28
ag-10542c5bb242,Bi8Ir4,12,92.3021,47.2357,2.38727,1.98503,13.34,3.038153146842703e-28
ag-a71ac5404308,Ba2Zn26,28,59.5111,48.9859,2.38731,1.17453,7.11448,4.610376150872841e-28
ag-1e7f9f944e7f,Nb2Pt6,8,245.496,85.7725,2.38827,4.51993,17.8284,1.2632748685604633e-28
ag-23c9b04be2fb,O2Pd2,4,153.314,32.7845,2.38848,2.56608,7.75195,5.244672532968661e-29
ag-d0cd2109e28a,Br4K2Pt1,7,11.0131,5.88687,2.38862,0.847889,3.94604,2.494977158757422e-28
ag-bd5654b790e0,O2Pd2,4,155.28,37.7032,2.38902,3.02912,7.80173,5.211208186126206e-29
ag-63a5027a1536,N2Os2,4,313.191,178.96,2.38923,20.8857,15.1503,4.477046912384101e-29
ag-33f1dcc5b643,Fe1Ru2Sn1,4,185.767,66.6401,2.38973,6.25432,10.1259,6.177394243404409e-29
ag-fe95068becaf,Mg1Pd3,4,153.661,36.8473,2.38974,1.9332,9.20453,6.198068824985403e-29
ag-3db43abbe01e,O2Pt2,4,185.567,47.1944,2.3898,3.28977,13.2145,5.304963971557826e-29
ag-ba3acf5ce3af,Pt3Ti1,4,232.028,107.341,2.39077,9.66877,17.1261,6.138693767446909e-29
ag-2e76b5b465e3,N8Sn6,14,146.75,77.3684,2.39115,3.9528,6.77771,2.0195684618103837e-28
ag-7c2eaa87a554,La1Pd3,4,112.072,46.8125,2.39138,3.48336,9.95072,7.645694602020258e-29
ag-2b293d05bec6,Ni1Sb1Zn1,3,100.583,34.8324,2.39168,2.97314,8.02237,5.08907118729298e-29
ag-7fbde1ff181e,Cd1Cs1F3,5,53.85,24.7205,2.39252,1.63207,5.331,9.416625852738795e-29
ag-1129ad921009,Se4Tl4,8,22.369,10.4321,2.39271,0.707499,7.81406,2.408492481037329e-28
ag-d25e3679e0ac,Au4Cd4Yb4,12,50.5777,17.6688,2.39321,0.448128,10.9145,2.9358127985292996e-28
ag-1a771b65a28e,Cu18Ga15Mg6,39,85.7398,37.4998,2.3933,0.656778,6.7855,5.7154137081445725e-28
ag-dafb5f49a128,Ga4,4,63.0489,9.32411,2.3933,6.69034,6.2886,7.364295095286825e-29
ag-f0e3fc2b7d5e,Ca2Hg2Sn2,6,42.9326,22.3801,2.39357,1.29272,7.2397,1.6485799375017605e-28
ag-44de732aff90,Cl6K2Pd1,9,13.2278,6.87649,2.39386,1.08062,2.66762,2.4733268824340964e-28
ag-65d2ceba883c,Ce2Pd21Si6,29,157.167,41.2419,2.39387,0.822396,9.74765,4.571527004211712e-28
ag-efede5d94aed,Ag2Sc1,3,77.9937,32.1643,2.39478,2.82917,7.37851,5.86689952901434e-29
ag-d53b5190863c,P1Tl1,2,46.5556,24.8606,2.39495,3.16604,6.84213,5.711958060592217e-29
ag-210420f34712,Nd1Pd3,4,111.661,51.8928,2.39496,4.34571,10.5289,7.310005588876646e-29
ag-35d12ce9d979,Cl6Rb2Sn1,9,9.45556,4.46512,2.39515,0.740265,2.87893,2.8975848090707863e-28
ag-a0bf6292499f,O4Pt2,6,215.834,93.0551,2.39524,7.22307,11.3576,6.640132787788168e-29
ag-e7d3935cbc89,O14Pt4Tl4,22,171.894,84.9562,2.39545,2.70535,11.0409,2.7400583578396043e-28
ag-470d86783b33,Ir4Sb4Te4,12,121.284,77.5991,2.39585,3.93343,10.871,2.698025423280391e-28
ag-7f649e15d950,Bi4Ir4Se4,12,116.494,66.5469,2.39594,2.96507,12.3485,2.5827270383190926e-28
ag-c036327f66d3,O2Sn1,3,173.517,52.1089,2.39625,5.86964,7.05277,3.5483625593973164e-29
ag-48d45cacb1c5,Pt2S2,4,125.991,33.7512,2.39629,2.71238,9.88452,7.631929288202632e-29
ag-ff37a8f91d6a,O8Sn4,12,154.852,69.0372,2.39633,4.08945,6.42783,1.5573395692195101e-28
ag-21b58074defe,As3Cr3Ni3,9,177.818,63.6009,2.39636,3.33409,8.16731,1.132127283320699e-28
ag-2f4a0b485ba2,Au2Y1,3,94.7765,35.5028,2.39734,2.85512,12.6629,6.331669700081407e-29
ag-1bff9153b9d8,Au2Ca1Si2,5,88.7606,36.5645,2.39735,2.55545,8.45016,9.632558317221358e-29
