mb_id,formula,n_sites,K_VRH,G_VRH,_rf,_key,agl_kappa,agl_kappa_min,agl_kappa_max,agl_gamma,agl_K,agl_G,density,natoms,compound,spacegroup,n_aflow_entries,cell_volume_m3
mb-08719,ZrO2,12,152.00000000000003,77.0,ZrO2,ZrO2|12,8.614905,8.33108,9.8987,2.019705,188.99599999999998,83.7875,5.566575,12.0,O8Zr4,60,4,1.4703207869582246e-28
mb-08721,CO2,12,4.0,2.0,CO2,CO2|12,15.8106,15.8106,15.8106,1.7556,4.03889,2.82514,1.42749,12.0,C4O8,205,1,2.047776000582489e-28
mb-08725,K3Bi,4,32.00000000000001,20.000000000000004,K3Bi,K3Bi|4,0.552867,0.552867,0.552867,1.94178,12.2389,5.77245,3.29988,4.0,Bi1K3,225,1,1.6418563169080908e-28
mb-08741,KCaF3,5,34.0,32.00000000000001,KCaF3,KCaF3|5,2.89107,2.89107,2.89107,2.15465,48.1778,25.1503,2.51041,5.0,Ca1F3K1,221,1,9.007218403640779e-29
mb-08758,La2O3,5,116.00000000000004,37.0,La2O3,La2O3|5,3.83825,3.83825,3.83825,2.06919,92.1935,30.1294,4.59725,5.0,La2O3,189,1,1.176831378350782e-28
mb-08759,MgO2,12,128.99999999999994,84.99999999999999,MgO2,MgO2|12,9.78385,9.78385,9.78385,1.9666,127.996,84.0178,3.18346,12.0,Mg4O8,205,1,1.1747552603813815e-28
mb-08767,BiTePt,12,85.99999999999999,32.00000000000001,BiTePt,BiTePt|12,1.16404,1.16404,1.16404,2.33308,86.5611,31.9049,11.5458,12.0,Bi4Pt4Te4,198,1,3.0585996875939054e-28
mb-08768,ZrTe,8,86.99999999999999,44.0,ZrTe,ZrTe|8,4.13816,4.13816,4.13816,2.10746,91.4831,46.0616,7.33068,8.0,Te4Zr4,62,1,1.9827126587724457e-28
mb-08772,Si(NiO2)2,14,199.00000000000009,101.0,Si(NiO2)2,Si(NiO2)2|14,8.1978,8.1978,8.1978,2.04512,200.894,99.3566,5.20179,14.0,Ni4O8Si2,227,1,1.3373586874787291e-28
mb-08783,YSi2,6,84.99999999999999,26.0,YSi2,YSi2|6,2.03305,2.03305,2.03305,2.07045,84.781,21.2651,4.14685,6.0,Si4Y2,141,1,1.1618736012516494e-28
mb-08800,VSbRu,3,164.00000000000003,48.99999999999999,VSbRu,VSbRu|3,7.1977,7.1977,7.1977,2.18007,158.567,50.0378,8.21162,3.0,Ru1Sb1V1,216,1,5.536158166461487e-29
mb-08801,UInAu2,4,98.0,23.0,UInAu2,UInAu2|4,0.665201,0.665201,0.665201,2.65649,79.7778,17.5608,13.521,4.0,Au2In1U1,225,1,9.171344163079359e-29
mb-08803,RbGeI3,5,17.999999999999996,10.0,RbGeI3,RbGeI3|5,0.82785,0.82785,0.82785,2.1142,18.6,10.2275,4.24702,5.0,Ge1I3Rb1,221,1,2.106732884297421e-28
mb-08809,LiBr,2,21.0,16.0,LiBr,LiBr|2,2.24885,2.24885,2.24885,2.11485,26.1611,14.6136,3.44423,2.0,Br1Li1,225,1,4.186988537023158e-29
mb-08820,KCdF3,5,42.99999999999999,23.999999999999996,KCdF3,KCdF3|5,1.73222,1.73222,1.73222,2.30592,55.7556,22.0152,3.91402,5.0,Cd1F3K1,221,1,8.845889491436537e-29
mb-08823,MgHg2,3,40.99999999999999,12.000000000000002,MgHg2,MgHg2|3,0.314324,0.314324,0.314324,3.28542,43.1007,12.574,10.4139,3.0,Hg2Mg1,139,1,6.784532835887267e-29
mb-08824,TiGePd,9,148.00000000000003,59.00000000000001,TiGePd,TiGePd|9,4.10559,4.10559,4.10559,2.24509,144.37,60.2413,7.77688,9.0,Ge3Pd3Ti3,189,1,1.4536207922581787e-28
mb-08837,In5Se5Br,22,27.000000000000004,13.999999999999998,In5Se5Br,In5Se5Br|22,0.737562,0.737562,0.737562,2.28298,28.5925,14.2678,5.68534,22.0,Br2In10Se10,31,1,6.126505751344782e-28
mb-08839,BaO,4,67.0,28.0,BaO,BaO|4,3.25459,3.25459,3.25459,2.10698,66.7786,28.4045,5.9412,4.0,Ba2O2,194,1,8.570809844109744e-29
mb-08840,ErInCu2,4,101.0,37.99999999999999,ErInCu2,ErInCu2|4,3.42503,3.42503,3.42503,2.19235,87.8167,39.5262,9.50237,4.0,Cu2Er1In1,225,1,7.150227886058484e-29
mb-08843,GaPt3,4,217.00000000000003,78.99999999999999,GaPt3,GaPt3|4,2.89648,2.89648,2.89648,2.562,211.667,52.9599,18.0612,4.0,Ga1Pt3,221,1,6.021812368625507e-29
mb-08858,NbO2,6,235.0,96.0,NbO2,NbO2|6,15.7693,15.7693,15.7693,2.04394,238.504,104.279,5.72086,6.0,Nb2O4,136,1,7.251005306278475e-29
mb-08860,La3Al,4,39.99999999999999,17.999999999999996,La3Al,La3Al|4,2.3293,2.3293,2.3293,1.86591,39.15,16.4821,5.74561,4.0,Al1La3,221,1,1.2823316891943471e-28
mb-08887,GaBi,2,28.0,20.000000000000004,GaBi,GaBi|2,2.91541,2.91541,2.91541,2.18574,36.6389,20.0667,6.93567,2.0,Bi1Ga1,216,1,6.672720643487644e-29
mb-08891,Li2CdPb,4,102.99999999999996,42.99999999999999,Li2CdPb,Li2CdPb|4,0.775195,0.775195,0.775195,2.093,32.6056,11.4381,6.48701,4.0,Cd1Li2Pb1,216,1,8.536724240119989e-29
mb-08893,NaNbO3,10,133.0,99.0,NaNbO3,NaNbO3|10,18.5039,18.5039,18.5039,2.08414,133.614,104.034,4.42281,10.0,Na2Nb2O6,127,1,1.2306790021207142e-28
mb-08896,TaN,2,337.99999999999994,237.99999999999997,TaN,TaN|2,48.3542,16.0175,63.907,2.02391,320.172,186.073,14.7242,2.0,N1Ta1,221,3,2.198623330398046e-29
mb-08900,Nb2CS,8,193.00000000000009,97.0,Nb2CS,Nb2CS|8,13.942,13.942,13.942,2.00807,190.613,95.5822,6.83503,8.0,C2Nb4S2,194,1,1.117006857094796e-28
mb-08902,VAu2,6,126.0,30.0,VAu2,VAu2|6,1.38202,1.38202,1.38202,2.44822,100.098,32.0235,13.814,6.0,Au4V2,63,1,1.0695406347094582e-28
mb-08909,SrMg,2,19.0,11.000000000000002,SrMg,SrMg|2,4.22988,4.22988,4.22988,1.78722,20.2667,13.6727,2.55447,2.0,Mg1Sr1,221,1,7.275710229262149e-29
mb-08910,Be2Nb,6,158.99999999999994,102.99999999999996,Be2Nb,Be2Nb|6,21.5439,21.5439,21.5439,1.64874,,,5.22512,6.0,Be4Nb2,227,1,7.050740812178888e-29
mb-08922,Ni2Ge,6,177.00000000000009,44.0,Ni2Ge,Ni2Ge|6,2.60314,2.60314,2.60314,2.31842,175.236,43.7252,9.10203,6.0,Ge2Ni4,194,1,6.93355054224236e-29
mb-08925,UIr2,6,545.0000000000001,96.0,UIr2,UIr2|6,7.21904,7.21904,7.21904,2.25553,209.944,96.5571,19.0574,6.0,Ir4U2,227,1,1.0847481607372654e-28
mb-08926,SiRu2,12,257.00000000000006,102.0,SiRu2,SiRu2|12,7.33115,7.33115,7.33115,2.18484,251.47,103.788,9.66225,12.0,Ru8Si4,62,1,1.5826476732008895e-28
mb-08931,MnRh2Pb,4,107.0,47.00000000000001,MnRh2Pb,MnRh2Pb|4,3.53935,3.53935,3.53935,2.51271,139.883,51.6306,11.6684,4.0,Mn1Pb1Rh2,225,1,6.659419206310996e-29
mb-08938,PtPb2,6,72.00000000000001,16.0,PtPb2,PtPb2|6,0.60839,0.60839,0.60839,2.4278,78.0668,17.6768,14.0331,6.0,Pb4Pt2,140,1,1.4424068706378271e-28
mb-08942,UAl3,4,89.0,63.99999999999999,UAl3,UAl3|4,8.42758,8.42758,8.42758,2.18185,79.2667,60.8111,6.48115,4.0,Al3U1,221,1,8.172438548484218e-29
mb-08943,Li2TlAu,4,67.0,22.0,Li2TlAu,Li2TlAu|4,0.34524,0.34524,0.34524,2.62879,42.6333,10.3824,9.24384,4.0,Au1Li2Tl1,216,1,7.45911591297678e-29
mb-08944,K3Sb,4,13.999999999999998,7.0,K3Sb,K3Sb|4,0.640055,0.640055,0.640055,1.99783,13.1278,5.95383,2.53334,4.0,K3Sb1,225,1,1.5669432474493642e-28
mb-08945,HfO2,12,209.99999999999991,106.00000000000004,HfO2,HfO2|12,8.873075,7.82442,9.92173,1.999515,211.13,96.95605,10.786455,12.0,Hf4O8,14,2,1.2961621797060937e-28
mb-08951,Si2Mo,9,207.00000000000003,149.0,Si2Mo,Si2Mo|9,18.3376,18.3376,18.3376,2.09899,203.551,147.733,6.17182,9.0,Mo3Si6,180,1,1.2277719929301939e-28
mb-08955,InBi,2,31.0,13.999999999999998,InBi,InBi|2,1.68229,1.68229,1.68229,2.27664,32.6667,14.513,6.79781,2.0,Bi1In1,216,1,7.909604609254805e-29
mb-08956,LaSi2Rh3,6,170.99999999999991,88.00000000000001,LaSi2Rh3,LaSi2Rh3|6,10.8431,10.8431,10.8431,2.15169,165.201,93.0028,8.30866,6.0,La1Rh3Si2,191,1,1.0068626089556459e-28
mb-08957,C,8,112.99999999999994,88.00000000000001,C,C|8,145.983,62.609,166.925,1.77143,394.7955,461.96799999999996,3.3707450000000003,8.0,C8,65,6,4.733490447744915e-29
mb-08961,CaTiO3,10,135.0,59.00000000000001,CaTiO3,CaTiO3|10,14.4852,14.4852,14.4852,2.00344,166.123,104.821,3.84548,10.0,Ca2O6Ti2,140,1,1.174048464777493e-28
mb-08969,MnTlCl3,5,34.0,15.000000000000004,MnTlCl3,MnTlCl3|5,1.28891,1.28891,1.28891,2.15759,34.0389,15.9069,4.58862,5.0,Cl3Mn1Tl1,221,1,1.3233314133009716e-28
mb-08972,InPd3,4,140.99999999999991,35.0,InPd3,InPd3|4,2.57066,2.57066,2.57066,2.57396,142.07,42.9481,11.1256,4.0,In1Pd3,139,1,6.478782961823982e-29
mb-08974,SrCuBi,6,39.99999999999999,27.000000000000004,SrCuBi,SrCuBi|6,2.39852,2.39852,2.39852,2.13556,41.3074,28.2282,7.06778,6.0,Bi2Cu2Sr2,194,1,1.692291404378798e-28
mb-08979,Be2Ag,6,128.99999999999994,83.99999999999999,Be2Ag,Be2Ag|6,9.18372,9.18372,9.18372,2.06736,114.533,82.9779,6.29514,6.0,Ag2Be4,227,1,6.641616255990614e-29
mb-08990,SrHfO3,5,165.0,103.99999999999996,SrHfO3,SrHfO3|5,15.1081,15.1081,15.1081,2.03861,162.856,99.4399,7.34344,5.0,Hf1O3Sr1,221,1,7.102787486786247e-29
mb-08999,Sr2Sb,6,33.0,22.0,Sr2Sb,Sr2Sb|6,2.54954,2.54954,2.54954,1.94803,27.4686,19.9598,4.31682,6.0,Sb2Sr4,139,1,2.2849231747009716e-28
mb-09011,C,4,112.99999999999994,89.0,C,C|4,206.237,116.901,272.257,1.77084,402.27,420.54,3.31235,4.0,C4,194,3,2.4084697056899084e-29
mb-09014,YB6,7,171.99999999999991,79.99999999999999,YB6,YB6|7,13.567,13.567,13.567,1.6355,171.244,64.5407,3.70308,7.0,B6Y1,221,1,6.895453632019743e-29
mb-09015,HfInNi2,4,144.00000000000003,55.00000000000001,HfInNi2,HfInNi2|4,5.06415,5.06415,5.06415,2.13218,150.178,52.5444,11.25,4.0,Hf1In1Ni2,225,1,6.061997867423551e-29
mb-09027,Rb3Bi,4,11.000000000000002,5.000000000000001,Rb3Bi,Rb3Bi|4,0.347701,0.347701,0.347701,1.98661,9.93889,4.28653,4.06906,4.0,Bi1Rb3,225,1,1.8991805997695289e-28
mb-09030,Pt3Pb,4,171.99999999999991,46.0,Pt3Pb,Pt3Pb|4,1.65327,1.65327,1.65327,2.71976,171.094,40.0102,19.0732,4.0,Pb1Pt3,221,1,6.899196279911337e-29
mb-09047,MnSe,4,23.999999999999996,12.999999999999998,MnSe,MnSe|4,3.11908,3.11908,3.11908,2.15235,66.8004,27.5066,5.19492,4.0,Mn2Se2,194,1,8.56001381121179e-29
mb-09049,YInCu2,4,81.0,31.0,YInCu2,YInCu2|4,3.39449,3.39449,3.39449,2.16106,85.7722,35.9008,7.52128,4.0,Cu2In1Y1,225,1,7.303712173530612e-29
mb-09052,TiInNi2,4,152.00000000000003,42.00000000000001,TiInNi2,TiInNi2|4,8.80582,8.80582,8.80582,1.88751,125.544,51.9468,8.06097,4.0,In1Ni2Ti1,225,1,5.769406976005372e-29
mb-09056,SiC,16,214.00000000000009,187.00000000000003,SiC,SiC|16,28.6541,28.6541,28.6541,1.85157,212.674,188.579,3.17244,16.0,C8Si8,186,1,1.678992990763349e-28
mb-09057,MnAlPd2,4,140.99999999999991,34.0,MnAlPd2,MnAlPd2|4,2.62667,2.62667,2.62667,2.30779,131.078,33.5524,8.08933,4.0,Al1Mn1Pd2,225,1,6.05068409858042e-29
mb-09060,TiO2,12,204.0,81.0,TiO2,TiO2|12,13.64025,11.6067,15.6738,1.997695,158.22750000000002,84.1309,3.752825,12.0,O8Ti4,60,2,1.4135514555684635e-28
mb-09065,TbTe2,6,59.00000000000001,22.0,TbTe2,TbTe2|6,2.90293,2.90293,2.90293,1.94775,56.3851,27.0171,7.77247,6.0,Tb2Te4,129,1,1.7695052470631414e-28
mb-09068,YAu,2,85.99999999999999,33.0,YAu,YAu|2,4.65739,4.65739,4.65739,2.09711,82.7944,30.3376,10.1622,2.0,Au1Y1,221,1,4.671255436588445e-29
mb-09069,Cr2GaN,8,170.99999999999991,78.99999999999999,Cr2GaN,Cr2GaN|8,25.5787,25.5787,25.5787,1.30722,110.617,77.8289,5.84867,8.0,Cr4Ga2N2,194,1,1.0659502030858367e-28
mb-09070,MoO3,16,31.0,26.0,MoO3,MoO3|16,15.9052,15.9052,15.9052,2.17376,31.4783,27.8577,4.00704,16.0,Mo4O12,62,1,2.3859507702312186e-28
mb-09078,YbAg2,3,54.000000000000014,17.999999999999996,YbAg2,YbAg2|3,0.991956,0.991956,0.991956,2.37649,40.5889,15.5651,9.18585,3.0,Ag2Yb1,139,1,7.027965845242478e-29
mb-09080,Hf3Al2,20,115.00000000000004,63.99999999999999,Hf3Al2,Hf3Al2|20,4.01457,4.01457,4.01457,1.77201,115.997,61.8446,9.88605,20.0,Al8Hf12,136,1,3.960233469080565e-28
mb-09089,SiRh,8,220.99999999999997,83.00000000000001,SiRh,SiRh|8,6.35458,6.35458,6.35458,2.29356,225.769,84.3679,8.41039,8.0,Rh4Si4,198,1,1.034509329285179e-28
mb-09097,CrO3,8,9.0,5.000000000000001,CrO3,CrO3|8,19.7069,19.7069,19.7069,2.07696,8.78513,7.48585,2.37894,8.0,Cr2O6,40,1,1.3959531694343006e-28
mb-09104,TiO2,12,68.00000000000001,23.999999999999996,TiO2,TiO2|12,13.64025,11.6067,15.6738,1.997695,158.22750000000002,84.1309,3.752825,12.0,O8Ti4,60,2,1.4135514555684635e-28
mb-09110,Al2Ru,3,154.99999999999997,122.00000000000004,Al2Ru,Al2Ru|3,32.2489,32.2489,32.2489,2.05932,170.713,127.387,6.18456,3.0,Al2Ru1,139,1,4.1625997871276036e-29
mb-09112,KPdF3,5,68.00000000000001,21.0,KPdF3,KPdF3|5,1.89438,1.89438,1.89438,2.48253,61.2889,23.9351,3.99965,5.0,F3K1Pd1,221,1,8.407775538391757e-29
mb-09113,InFeO3,10,165.99999999999997,67.0,InFeO3,InFeO3|10,1.88724,1.88724,1.88724,3.60862,162.746,67.9403,5.93802,10.0,Fe2In2O6,194,1,1.2229513038861906e-28
mb-09125,AlPd,2,156.0,52.00000000000001,AlPd,AlPd|2,8.60186,8.60186,8.60186,2.26346,148.028,51.2341,7.63903,2.0,Al1Pd1,221,1,2.899824538801391e-29
mb-09131,MnTePd,3,83.99999999999999,20.000000000000004,MnTePd,MnTePd|3,1.56982,1.56982,1.56982,2.32941,81.7111,19.2483,7.37625,3.0,Mn1Pd1Te1,216,1,6.505014370400656e-29
mb-09133,CeSiO4,12,144.00000000000003,55.00000000000001,CeSiO4,CeSiO4|12,6.57371,6.57371,6.57371,2.05868,159.338,63.5236,4.91079,12.0,Ce2O8Si2,141,1,1.5703203635773742e-28
mb-09134,GePt2,9,177.00000000000009,33.0,GePt2,GePt2|9,1.12139,1.12139,1.12139,2.56084,175.379,34.6854,16.4586,9.0,Ge3Pt6,189,1,1.400807051512146e-28
mb-09135,RbPbF3,5,40.99999999999999,15.000000000000004,RbPbF3,RbPbF3|5,1.07497,1.07497,1.07497,2.21693,39.4611,15.1974,5.03934,5.0,F3Pb1Rb1,221,1,1.1521927232264223e-28
mb-09137,ZrPbO3,5,118.99999999999996,46.0,ZrPbO3,ZrPbO3|5,9.84373,9.84373,9.84373,2.08209,155.322,76.5572,7.71287,5.0,O3Pb1Zr1,221,1,7.458282025190515e-29
mb-09140,YbPt3,4,160.99999999999994,63.99999999999999,YbPt3,YbPt3|4,2.40977,2.40977,2.40977,2.541,134.042,42.2701,18.1587,4.0,Pt3Yb1,221,1,6.934271122521933e-29
mb-09143,BaLiP,3,37.99999999999999,23.999999999999996,BaLiP,BaLiP|3,5.13143,5.13143,5.13143,1.90822,37.4517,24.6089,3.76102,3.0,Ba1Li1P1,187,1,7.737150879319473e-29
mb-09146,KNbSe2,8,57.00000000000001,36.0,KNbSe2,KNbSe2|8,5.06463,5.06463,5.06463,2.12779,57.9694,38.3824,5.1481,8.0,K2Nb2Se4,194,1,1.8703259753224526e-28
mb-09153,ZrBe2,3,118.99999999999996,93.99999999999996,ZrBe2,ZrBe2|3,33.7366,33.7366,33.7366,1.7647,119.782,96.0126,4.43147,3.0,Be2Zr1,191,1,4.093702009645306e-29
mb-09155,NdPt3,4,156.0,57.00000000000001,NdPt3,NdPt3|4,3.23184,3.23184,3.23184,2.43437,145.289,46.9677,16.5076,4.0,Nd1Pt3,221,1,7.338155069597748e-29
mb-09158,SnP,2,59.00000000000001,59.00000000000001,SnP,SnP|2,7.972144999999999,7.19408,8.75021,2.2366599999999996,64.5822,36.8958,5.3700849999999996,2.0,P1Sn1,107,2,4.628525144807802e-29
mb-09164,FeBiO3,20,161.99999999999994,70.00000000000001,FeBiO3,FeBiO3|20,12.5194,12.5194,12.5194,1.42213,160.815,68.4832,8.31948,20.0,Bi4Fe4O12,62,1,2.4975397930349707e-28
mb-09170,La3AlC,5,61.000000000000014,33.0,La3AlC,La3AlC|5,6.61794,6.61794,6.61794,1.71419,56.6833,33.187,5.22968,5.0,Al1C1La3,221,1,1.4469757504269827e-28
mb-09176,Ba(ZnAs)2,5,47.99999999999999,23.0,Ba(ZnAs)2,Ba(ZnAs)2|5,3.12369,3.12369,3.12369,2.03624,49.8972,26.217,5.96435,5.0,As2Ba1Zn2,139,1,1.1637240197467876e-28
mb-09180,Hf5Si3,16,140.99999999999991,88.00000000000001,Hf5Si3,Hf5Si3|16,6.57181,6.57181,6.57181,1.89218,141.178,87.8423,10.9309,16.0,Hf10Si6,193,1,2.9674762378443363e-28
mb-09181,P,4,21.0,12.999999999999998,P,P|4,21.3402,18.4595,24.2209,2.7961,113.60849999999999,82.58875,3.5244799999999996,4.0,P4,221,2,5.837245989007711e-29
mb-09193,K3BiTe3,28,10.0,5.000000000000001,K3BiTe3,K3BiTe3|28,0.329715,0.329715,0.329715,2.10111,10.2746,5.48686,4.04094,28.0,Bi4K12Te12,198,1,1.1655181588620621e-27
mb-09199,Cu,1,154.99999999999997,28.0,Cu,Cu|1,16.4319,16.4319,16.4319,2.37696,,,8.87624,1.0,Cu1,229,1,1.1887985854666984e-29
mb-09208,Ag3Pt,4,119.99999999999996,34.0,Ag3Pt,Ag3Pt|4,1.08992,1.08992,1.08992,2.70999,111.094,28.622,12.7117,4.0,Ag3Pt1,221,1,6.775668746097755e-29
mb-09209,TiNi2Sn,4,156.0,39.99999999999999,TiNi2Sn,TiNi2Sn|4,4.8569,4.8569,4.8569,2.19686,152.122,48.0586,8.09957,4.0,Ni2Sn1Ti1,225,1,5.821703912221769e-29
mb-09213,La(NiAs)2,5,108.00000000000004,47.99999999999999,La(NiAs)2,La(NiAs)2|5,6.61124,6.61124,6.61124,2.2341,105.678,59.7709,7.76576,5.0,As2La1Ni2,139,1,8.684324708721513e-29
mb-09217,CaGa2,3,42.99999999999999,31.0,CaGa2,CaGa2|3,5.45889,5.45889,5.45889,2.20365,42.1816,30.4565,4.30129,3.0,Ca1Ga2,191,1,6.930632798423674e-29
mb-09220,Pd2Cl2O,10,45.00000000000001,12.000000000000002,Pd2Cl2O,Pd2Cl2O|10,1.01977,1.01977,1.01977,2.36726,44.6369,12.7581,4.69839,10.0,Cl4O2Pd4,141,1,2.11876386126163e-28
mb-09221,ZnAgF3,5,81.0,25.000000000000007,ZnAgF3,ZnAgF3|5,2.57892,2.57892,2.57892,2.12721,82.9444,31.821,6.06813,5.0,Ag1F3Zn1,221,1,6.301386625419328e-29
mb-09230,ZrO2,12,212.99999999999997,79.99999999999999,ZrO2,ZrO2|12,8.614905,8.33108,9.8987,2.019705,188.99599999999998,83.7875,5.566575,12.0,O8Zr4,60,4,1.4703207869582246e-28
mb-09231,Ba(CuSe)2,5,54.000000000000014,21.0,Ba(CuSe)2,Ba(CuSe)2|5,1.89033,1.89033,1.89033,2.23959,54.8376,23.293,6.3441,5.0,Ba1Cu2Se2,139,1,1.105452954857482e-28
mb-09232,K2HfF6,9,13.999999999999998,5.000000000000001,K2HfF6,K2HfF6|9,3.17752,3.17752,3.17752,2.1129,9.25,5.15153,3.67835,9.0,F6Hf1K2,225,1,1.673368960770862e-28
mb-09237,CaZrS3,20,68.99999999999999,37.0,CaZrS3,CaZrS3|20,3.40849,3.40849,3.40849,1.93959,68.3669,36.6306,3.35003,20.0,Ca4S12Zr4,62,1,4.510618187477111e-28
mb-09244,LiI,4,20.000000000000004,11.000000000000002,LiI,LiI|4,0.664569,0.39688,0.932258,2.0567599999999997,17.823,7.8948350000000005,3.700135,4.0,I2Li2,186,2,1.2013379614486772e-28
mb-09245,CaSiPt,12,102.0,39.99999999999999,CaSiPt,CaSiPt|12,1.32018,1.32018,1.32018,2.09075,83.8297,22.8374,6.79898,12.0,Ca4Pt4Si4,198,1,2.571754928450133e-28
mb-09252,TaBe2,6,168.0,118.00000000000004,TaBe2,TaBe2|6,24.634,24.634,24.634,1.67446,165.672,127.291,9.34119,6.0,Be4Ta2,227,1,7.074070529456034e-29
mb-09256,Ta2H,3,202.00000000000009,63.99999999999999,Ta2H,Ta2H|3,10.5731,10.5731,10.5731,1.80675,198.066,63.8499,14.9666,3.0,H1Ta2,21,1,4.0264039359102103e-29
mb-09260,MnTe,2,20.000000000000004,15.000000000000004,MnTe,MnTe|2,3.9676750000000003,1.92182,6.01353,2.026525,44.45555,19.36075,5.1075,2.0,Mn1Te1,225,2,5.934636416407981e-29
mb-09263,ZrInPt2,4,160.99999999999994,17.999999999999996,ZrInPt2,ZrInPt2|4,1.1837,1.1837,1.1837,2.28885,163.589,21.5414,13.6426,4.0,In1Pt2Zr1,225,1,7.256901156962157e-29
mb-09264,TiO2,6,209.0000000000001,109.99999999999996,TiO2,TiO2|6,17.2952,8.81824,22.7614,2.003085,193.1355,88.34405000000001,3.88887,6.0,O4Ti2,141,4,6.820504724050584e-29
mb-09265,CeZn,2,52.99999999999999,23.999999999999996,CeZn,CeZn|2,6.13501,6.13501,6.13501,1.92162,65.5833,29.9636,7.43491,2.0,Ce1Zn1,221,1,4.5902679626371385e-29
mb-09269,Al2Pd,3,111.99999999999996,30.0,Al2Pd,Al2Pd|3,4.41854,4.41854,4.41854,2.14372,110.983,31.5375,5.14398,3.0,Al2Pd1,225,1,5.177360048137027e-29
mb-09272,LiMnO2,16,119.99999999999996,58.00000000000001,LiMnO2,LiMnO2|16,5.61154,5.61154,5.61154,2.24776,101.771,65.4806,4.01866,16.0,Li4Mn4O8,141,1,1.5516398915518206e-28
mb-09273,DyB6,7,174.00000000000009,62.0,DyB6,DyB6|7,10.5437,10.5437,10.5437,1.63463,178.594,63.4007,5.50386,7.0,B6Dy1,221,1,6.859733451560337e-29
mb-09276,Be2Nb3,10,165.0,77.99999999999999,Be2Nb3,Be2Nb3|10,11.8315,11.8315,11.8315,1.67358,165.26,81.9258,6.78656,10.0,Be4Nb6,127,1,1.4521471299806047e-28
mb-09280,AgBr,2,39.99999999999999,10.0,AgBr,AgBr|2,0.636344,0.636344,0.636344,2.53447,38.6889,9.78566,6.2896,2.0,Ag1Br1,225,1,4.9574388487213965e-29
mb-09284,Sc3TlB,5,74.00000000000001,54.000000000000014,Sc3TlB,Sc3TlB|5,9.29973,9.29973,9.29973,1.8987,75.1667,54.0045,5.38827,5.0,B1Sc3Tl1,221,1,1.0788095004749529e-28
mb-09288,CoSe2,12,37.0,13.999999999999998,CoSe2,CoSe2|12,3.61835,3.61835,3.61835,2.30061,96.2853,64.9108,7.25226,12.0,Co4Se8,205,1,1.9861019993158999e-28
mb-09303,MgNiH2,4,84.99999999999999,55.00000000000001,MgNiH2,MgNiH2|4,8.17608,8.17608,8.17608,1.90083,94.9675,49.5772,4.15897,4.0,H2Mg1Ni1,123,1,3.394338819651409e-29
mb-09305,Ta2B,6,243.9999999999999,178.00000000000003,Ta2B,Ta2B|6,29.4818,29.4818,29.4818,1.80164,241.95,175.675,14.6512,6.0,B2Ta4,140,1,8.448374680296313e-29
mb-09306,SrRuO3,5,158.99999999999994,78.99999999999999,SrRuO3,SrRuO3|5,4.93488,4.93488,4.93488,2.83148,148.511,76.2901,6.12877,5.0,O3Ru1Sr1,221,1,6.412869186460852e-29
mb-09314,DyTe2,6,59.00000000000001,25.000000000000007,DyTe2,DyTe2|6,2.07149,2.07149,2.07149,1.93234,58.5496,21.8865,7.9002,6.0,Dy2Te4,129,1,1.7559230610833035e-28
mb-09316,ZnSO4,6,72.00000000000001,7.999999999999999,ZnSO4,ZnSO4|6,2.38717,2.38717,2.38717,2.00424,71.7056,13.0699,2.3215,6.0,O4S1Zn1,216,1,1.1549855698430694e-28
mb-09319,BaAl2,6,42.00000000000001,32.00000000000001,BaAl2,BaAl2|6,3.9454,3.9454,3.9454,2.00481,42.3722,31.4109,4.08098,6.0,Al4Ba2,227,1,1.5567076846899574e-28
mb-09323,Ca3Ag8,22,49.99999999999999,21.0,Ca3Ag8,Ca3Ag8|22,0.311928,0.311928,0.311928,2.46336,45.5833,15.4785,6.44537,22.0,Ag16Ca6,229,1,5.065987323763743e-28
mb-09326,InGaTe2,8,22.0,12.999999999999998,InGaTe2,InGaTe2|8,1.6112,1.6112,1.6112,2.2087,21.603,14.1069,5.91138,8.0,Ga2In2Te4,140,1,2.4705131794541864e-28
mb-09332,Li3BrO,5,36.0,37.0,Li3BrO,Li3BrO|5,5.08135,5.08135,5.08135,1.89027,48.9389,35.8611,3.01647,5.0,Br1Li3O1,221,1,6.425681255592175e-29
mb-09342,MgNiH,3,131.00000000000006,50.99999999999999,MgNiH,MgNiH|3,9.54422,9.54422,9.54422,1.94069,96.5623,52.3273,4.59809,3.0,H1Mg1Ni1,123,1,3.0337772740483326e-29
mb-09349,LiBeSb,6,57.00000000000001,47.00000000000001,LiBeSb,LiBeSb|6,6.90911,6.90911,6.90911,1.87032,55.3101,46.8786,4.4522,6.0,Be2Li2Sb2,186,1,1.0272589675927502e-28
mb-09351,Ce,2,42.00000000000001,34.0,Ce,Ce|2,3.50088,3.50088,3.50088,2.69085,27.3944,23.1276,8.04704,2.0,Ce2,225,1,5.782700022272305e-29
mb-09354,NbO2,6,181.00000000000003,89.0,NbO2,NbO2|6,15.7693,15.7693,15.7693,2.04394,238.504,104.279,5.72086,6.0,Nb2O4,136,1,7.251005306278475e-29
mb-09357,DyInPt4,6,162.99999999999994,58.00000000000001,DyInPt4,DyInPt4|6,2.81977,2.81977,2.81977,2.44004,164.822,54.8304,16.0799,6.0,Dy1In1Pt4,216,1,1.0922181024463384e-28
